,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Quantity
2087,2088,54.0,Male,Hat,Accessories,91,Wisconsin,M,Blue,Summer,4.7,No,Standard,No,No,1.0,Credit Card,Weekly,1
2088,2089,39.0,Male,Sandals,Footwear,89,California,L,Orange,Spring,4.0,No,Standard,No,No,49.0,Debit Card,Annually,1
2089,2090,37.0,Male,Jacket,Outerwear,57,Maryland,L,Gold,Spring,3.6,No,Free Shipping,No,No,41.0,Credit Card,Every 3 Months,3
2090,2091,51.0,Male,Socks,Clothing,71,Massachusetts,S,Teal,Winter,3.4,No,Free Shipping,No,No,21.0,Debit Card,,3
2091,2092,26.0,Male,Jeans,Clothing,97,Washington,XL,Beige,Fall,3.0,No,Next Day Air,No,No,24.0,Bank Transfer,,4
2092,2093,42.0,Male,Sandals,Footwear,45,Minnesota,M,Silver,Fall,2.6,No,Next Day Air,No,No,27.0,Bank Transfer,,3
2093,2094,21.0,Male,Dress,Clothing,91,Washington,M,Maroon,Spring,4.2,No,Store Pickup,No,No,4.0,Debit Card,,4
2094,2095,53.0,Male,Socks,Clothing,25,South Carolina,M,Indigo,Spring,3.4,No,Standard,No,No,19.0,Venmo,Annually,4
2095,2096,36.0,Male,Hoodie,Clothing,63,New Mexico,M,Gray,Fall,4.0,No,Store Pickup,No,No,1.0,Bank Transfer,Fortnightly,1
2096,2097,,Male,Dress,Clothing,52,North Carolina,L,Blue,Summer,,No,,No,No,,Debit Card,,3
2097,2098,33.0,Male,Sneakers,Footwear,43,Iowa,S,Cyan,Winter,3.9,No,Next Day Air,No,No,5.0,Credit Card,Weekly,4
2098,2099,49.0,Male,T-shirt,Clothing,28,Louisiana,M,White,Summer,3.3,No,2-Day Shipping,No,No,20.0,Venmo,Quarterly,2
2099,2100,31.0,Male,T-shirt,Clothing,78,Oklahoma,L,Green,Summer,2.9,No,Express,No,No,50.0,PayPal,Annually,3
2100,2101,68.0,Male,Sweater,Clothing,31,Michigan,M,Silver,Spring,4.4,No,Free Shipping,No,No,36.0,Cash,Fortnightly,1
2101,2102,49.0,Male,Shirt,Clothing,23,Oregon,M,Blue,Winter,3.6,No,Next Day Air,No,No,12.0,Bank Transfer,Bi-Weekly,3
2102,2103,,Male,Hat,Accessories,25,Idaho,M,Brown,Spring,4.5,No,Store Pickup,No,No,23.0,Cash,,1
2103,2104,30.0,Male,Pants,Clothing,86,Indiana,S,Red,Summer,3.7,No,Store Pickup,No,No,21.0,Venmo,Weekly,1
2104,2105,53.0,Male,Shoes,Footwear,88,New Mexico,M,Gold,Spring,2.8,No,Free Shipping,No,No,47.0,Venmo,Weekly,1
2105,2106,65.0,Male,Gloves,Accessories,35,South Carolina,M,Silver,Spring,4.5,No,Free Shipping,No,No,38.0,Venmo,Bi-Weekly,2
2106,2107,60.0,Male,Jewelry,Accessories,34,Vermont,M,Gray,Fall,4.4,No,Standard,No,No,40.0,Credit Card,Every 3 Months,4
2107,2108,46.0,Male,Pants,Clothing,75,Delaware,M,Black,Winter,3.3,No,Standard,No,No,35.0,PayPal,,1
2108,2109,54.0,Male,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,4.2,No,Express,No,No,4.0,Credit Card,Quarterly,2
2109,2110,59.0,Male,Jewelry,Accessories,31,California,L,Peach,Fall,2.7,No,Free Shipping,No,No,28.0,Venmo,Every 3 Months,2
2110,2111,52.0,Male,Socks,Clothing,93,Montana,L,Cyan,Spring,3.9,No,Store Pickup,No,No,36.0,Debit Card,Every 3 Months,2
2111,2112,41.0,Male,Sunglasses,Accessories,85,Missouri,XL,Pink,Spring,2.6,No,Free Shipping,No,No,15.0,Bank Transfer,Annually,1
2112,2113,,Male,Belt,Accessories,68,Tennessee,M,Lavender,Fall,,No,,No,No,,Cash,,4
2113,2114,63.0,Male,Dress,Clothing,40,Virginia,M,Brown,Spring,2.7,No,Store Pickup,No,No,29.0,PayPal,Every 3 Months,4
2114,2115,37.0,Male,Shirt,Clothing,51,Vermont,M,Magenta,Winter,2.9,No,Standard,No,No,12.0,Debit Card,Annually,4
2115,2116,,Male,Scarf,Accessories,85,Rhode Island,M,Violet,Winter,3.4,No,Store Pickup,No,No,16.0,Bank Transfer,,3
2116,2117,67.0,Male,Jacket,Outerwear,23,Kansas,M,Teal,Summer,2.9,No,Express,No,No,50.0,Debit Card,Bi-Weekly,2
2117,2118,27.0,Male,Dress,Clothing,28,Colorado,L,Brown,Summer,3.8,No,Free Shipping,No,No,11.0,Debit Card,Annually,3
2118,2119,,Male,Socks,Clothing,44,Georgia,M,Olive,Fall,,No,,No,No,,Debit Card,,1
2119,2120,58.0,Male,Jewelry,Accessories,57,Nebraska,M,Indigo,Spring,3.5,No,Store Pickup,No,No,36.0,Venmo,Bi-Weekly,2
2120,2121,53.0,Male,Scarf,Accessories,98,Missouri,S,Red,Fall,3.1,No,Next Day Air,No,No,38.0,PayPal,Quarterly,4
2121,2122,43.0,Male,Backpack,Accessories,68,Alaska,M,Olive,Winter,3.5,No,2-Day Shipping,No,No,32.0,Bank Transfer,Monthly,2
2122,2123,32.0,Male,Jacket,Outerwear,36,Virginia,L,Teal,Fall,4.0,No,Express,No,No,42.0,Debit Card,Weekly,4
2123,2124,54.0,Male,Coat,Outerwear,71,Nebraska,L,Cyan,Spring,3.7,No,Express,No,No,22.0,Debit Card,Bi-Weekly,1
2124,2125,,Male,Skirt,Clothing,60,Rhode Island,M,Teal,Fall,,No,,No,No,,Venmo,,3
2125,2126,57.0,Male,Coat,Outerwear,87,New Hampshire,M,Beige,Fall,4.8,No,Store Pickup,No,No,31.0,PayPal,Quarterly,4
2126,2127,63.0,Male,Shoes,Footwear,38,Alabama,XL,Magenta,Winter,4.1,No,Express,No,No,28.0,Credit Card,Monthly,2
2127,2128,70.0,Male,Boots,Footwear,45,North Carolina,M,Indigo,Spring,4.5,No,2-Day Shipping,No,No,40.0,Debit Card,Weekly,3
2128,2129,62.0,Male,Coat,Outerwear,47,New Mexico,L,Cyan,Fall,2.7,No,2-Day Shipping,No,No,21.0,PayPal,Weekly,3
2129,2130,40.0,Male,Skirt,Clothing,57,Minnesota,L,Orange,Fall,2.8,No,Store Pickup,No,No,12.0,PayPal,Every 3 Months,4
2130,2131,,Male,Backpack,Accessories,68,Arizona,L,Violet,Summer,,No,,No,No,,Credit Card,,2
2131,2132,19.0,Male,Shorts,Clothing,52,Montana,M,Red,Fall,3.6,No,Express,No,No,9.0,Bank Transfer,Fortnightly,2
2132,2133,,Male,Skirt,Clothing,87,Vermont,M,Magenta,Fall,,No,,No,No,,Debit Card,,4
2133,2134,21.0,Male,Hat,Accessories,34,Maine,M,Olive,Summer,3.8,No,Standard,No,No,13.0,Bank Transfer,Annually,3
2134,2135,55.0,Male,Sandals,Footwear,41,Virginia,XL,Maroon,Winter,2.9,No,Standard,No,No,35.0,Credit Card,Fortnightly,1
2135,2136,34.0,Male,Sunglasses,Accessories,94,California,S,Yellow,Winter,4.6,No,Next Day Air,No,No,1.0,Debit Card,Every 3 Months,3
2136,2137,47.0,Male,Sunglasses,Accessories,93,New York,M,Red,Summer,2.8,No,Standard,No,No,25.0,Bank Transfer,Fortnightly,1
2137,2138,27.0,Male,Socks,Clothing,51,Indiana,XL,Purple,Winter,4.6,No,2-Day Shipping,No,No,20.0,Credit Card,Every 3 Months,1
2138,2139,67.0,Male,Sweater,Clothing,42,Mississippi,M,Teal,Fall,2.8,No,Next Day Air,No,No,36.0,Venmo,Quarterly,4
2139,2140,40.0,Male,Boots,Footwear,95,New York,M,Red,Winter,3.0,No,Free Shipping,No,No,33.0,Cash,Weekly,4
2140,2141,53.0,Male,Handbag,Accessories,90,New Mexico,M,Brown,Fall,3.7,No,Standard,No,No,36.0,Cash,Fortnightly,1
2141,2142,24.0,Male,Dress,Clothing,98,Kentucky,M,Peach,Winter,4.1,No,2-Day Shipping,No,No,32.0,PayPal,Annually,2
2142,2143,47.0,Male,Hat,Accessories,39,North Dakota,M,Maroon,Winter,4.3,No,Next Day Air,No,No,21.0,Venmo,Quarterly,4
2143,2144,53.0,Male,Sandals,Footwear,66,Arkansas,L,Red,Fall,3.8,No,Next Day Air,No,No,48.0,Venmo,Bi-Weekly,1
2144,2145,47.0,Male,Shoes,Footwear,23,Maryland,L,Orange,Winter,3.7,No,Free Shipping,No,No,25.0,PayPal,Quarterly,1
2145,2146,38.0,Male,Skirt,Clothing,73,Connecticut,S,White,Winter,4.8,No,Standard,No,No,32.0,PayPal,Annually,1
2146,2147,48.0,Male,Sunglasses,Accessories,23,Utah,XL,White,Summer,4.6,No,Standard,No,No,45.0,PayPal,Every 3 Months,1
2147,2148,47.0,Male,Skirt,Clothing,43,Missouri,S,Charcoal,Fall,4.8,No,Standard,No,No,4.0,Cash,Fortnightly,3
2148,2149,,Male,T-shirt,Clothing,45,Nebraska,XL,Turquoise,Winter,,No,2-Day Shipping,No,No,,PayPal,,4
2149,2150,38.0,Male,Sandals,Footwear,21,Hawaii,L,Orange,Winter,4.0,No,Standard,No,No,1.0,Bank Transfer,,4
2150,2151,57.0,Male,Shirt,Clothing,40,Illinois,M,Orange,Spring,2.6,No,2-Day Shipping,No,No,12.0,Cash,Weekly,4
2151,2152,70.0,Male,Jeans,Clothing,58,Vermont,L,Brown,Fall,2.6,No,2-Day Shipping,No,No,18.0,Venmo,Monthly,2
2152,2153,38.0,Male,Shorts,Clothing,48,New Jersey,L,Magenta,Summer,4.5,No,Next Day Air,No,No,43.0,Bank Transfer,Bi-Weekly,1
2153,2154,35.0,Male,Shirt,Clothing,94,Kentucky,M,Violet,Fall,4.2,No,Free Shipping,No,No,31.0,PayPal,Annually,3
2154,2155,,Male,Scarf,Accessories,74,Wyoming,M,Violet,Spring,,No,,No,No,,Cash,,2
2155,2156,32.0,Male,Handbag,Accessories,51,Hawaii,L,Yellow,Fall,3.7,No,Store Pickup,No,No,46.0,PayPal,,1
2156,2157,38.0,Male,Skirt,Clothing,83,Missouri,M,Maroon,Winter,3.6,No,Next Day Air,No,No,41.0,Debit Card,Bi-Weekly,2
2157,2158,41.0,Male,Handbag,Accessories,68,Mississippi,L,Turquoise,Winter,4.0,No,Next Day Air,No,No,41.0,Venmo,Fortnightly,3
2158,2159,19.0,Male,Gloves,Accessories,84,Massachusetts,XL,Olive,Spring,4.6,No,Standard,No,No,9.0,Bank Transfer,Fortnightly,4
2159,2160,18.0,Male,Shirt,Clothing,58,Louisiana,M,Peach,Fall,3.0,No,Free Shipping,No,No,34.0,Cash,,3
2160,2161,45.0,Male,Blouse,Clothing,92,West Virginia,L,Charcoal,Winter,3.3,No,Express,No,No,21.0,PayPal,Annually,4
2161,2162,23.0,Male,Dress,Clothing,69,Washington,S,Peach,Summer,3.8,No,Express,No,No,5.0,Debit Card,Fortnightly,3
2162,2163,60.0,Male,Shorts,Clothing,48,Oregon,S,Black,Summer,2.7,No,Free Shipping,No,No,32.0,PayPal,Weekly,3
2163,2164,52.0,Male,Shoes,Footwear,60,New York,L,Gray,Spring,4.5,No,Express,No,No,44.0,Bank Transfer,Monthly,3
2164,2165,42.0,Male,Sandals,Footwear,20,Iowa,S,Olive,Winter,4.8,No,Next Day Air,No,No,46.0,PayPal,Bi-Weekly,3
2165,2166,29.0,Male,Pants,Clothing,55,Idaho,M,Turquoise,Summer,4.2,No,Express,No,No,42.0,Credit Card,Every 3 Months,1
2166,2167,,Male,Jacket,Outerwear,88,New Jersey,S,Purple,Spring,,No,,No,No,,Credit Card,,1
2167,2168,30.0,Male,Skirt,Clothing,48,Ohio,L,Green,Winter,4.9,No,Standard,No,No,33.0,Venmo,Fortnightly,1
2168,2169,23.0,Male,Handbag,Accessories,74,Connecticut,M,Beige,Spring,4.1,No,Next Day Air,No,No,32.0,Cash,Quarterly,1
2169,2170,31.0,Male,Coat,Outerwear,42,Florida,M,Brown,Fall,2.9,No,Next Day Air,No,No,32.0,Bank Transfer,Bi-Weekly,2
2170,2171,40.0,Male,Sweater,Clothing,32,South Carolina,M,Turquoise,Fall,4.0,No,Next Day Air,No,No,37.0,Venmo,Every 3 Months,1
2171,2172,39.0,Male,Shorts,Clothing,98,Missouri,M,Yellow,Summer,4.6,No,Store Pickup,No,No,9.0,Cash,Fortnightly,2
2172,2173,28.0,Male,Skirt,Clothing,89,Rhode Island,S,Lavender,Fall,2.8,No,Store Pickup,No,No,6.0,PayPal,Fortnightly,1
2173,2174,23.0,Male,Gloves,Accessories,97,Delaware,S,Cyan,Summer,5.0,No,2-Day Shipping,No,No,36.0,Venmo,Quarterly,1
2174,2175,42.0,Male,Backpack,Accessories,49,Colorado,S,Olive,Spring,2.9,No,Store Pickup,No,No,1.0,Cash,Annually,2
2175,2176,68.0,Male,Dress,Clothing,50,Nebraska,M,Silver,Spring,3.3,No,Free Shipping,No,No,48.0,Credit Card,Fortnightly,2
2176,2177,,Male,Belt,Accessories,91,Vermont,S,Red,Winter,,No,,No,No,,Debit Card,,4
2177,2178,24.0,Male,Gloves,Accessories,93,Montana,XL,Green,Winter,3.0,No,Express,No,No,9.0,PayPal,Bi-Weekly,1
2178,2179,21.0,Male,Jewelry,Accessories,98,Florida,M,Gold,Summer,4.7,No,Standard,No,No,32.0,Venmo,Annually,4
2179,2180,49.0,Male,Socks,Clothing,82,Delaware,L,Lavender,Fall,2.9,No,Next Day Air,No,No,14.0,PayPal,Monthly,3
2180,2181,41.0,Male,Coat,Outerwear,37,Connecticut,M,Yellow,Summer,4.1,No,Store Pickup,No,No,43.0,Cash,Quarterly,2
2181,2182,,Male,Handbag,Accessories,63,Hawaii,M,Black,Fall,,No,,No,No,,Bank Transfer,,4
2182,2183,42.0,Male,Blouse,Clothing,99,New Mexico,M,Maroon,Winter,2.7,No,Store Pickup,No,No,26.0,Venmo,Bi-Weekly,4
2183,2184,,Male,Shorts,Clothing,37,Kansas,M,Maroon,Spring,,No,,No,No,,Cash,,2
2184,2185,38.0,Male,Shoes,Footwear,34,Nevada,S,Gold,Spring,3.2,No,Free Shipping,No,No,16.0,PayPal,Every 3 Months,1
2185,2186,40.0,Male,Shorts,Clothing,32,North Carolina,M,Violet,Winter,2.5,No,Express,No,No,50.0,Debit Card,Every 3 Months,3
2186,2187,55.0,Male,Sandals,Footwear,23,New Mexico,XL,Teal,Winter,4.3,No,Next Day Air,No,No,6.0,PayPal,Every 3 Months,2
2187,2188,37.0,Male,Blouse,Clothing,78,Idaho,M,Violet,Spring,4.4,No,Free Shipping,No,No,20.0,PayPal,Annually,2
2188,2189,41.0,Male,Coat,Outerwear,54,California,M,Brown,Winter,4.7,No,Next Day Air,No,No,9.0,Credit Card,Weekly,4
2189,2190,38.0,Male,Blouse,Clothing,94,Wisconsin,XL,Brown,Fall,4.0,No,Express,No,No,47.0,Credit Card,Bi-Weekly,4
2190,2191,42.0,Male,Belt,Accessories,75,Alaska,S,Maroon,Spring,4.6,No,Express,No,No,33.0,Credit Card,Annually,4
2191,2192,26.0,Male,Blouse,Clothing,69,Pennsylvania,S,Maroon,Summer,3.8,No,Next Day Air,No,No,46.0,Cash,Bi-Weekly,2
2192,2193,41.0,Male,Scarf,Accessories,35,Virginia,L,Yellow,Winter,3.2,No,Next Day Air,No,No,9.0,Credit Card,Monthly,3
2193,2194,27.0,Male,Shirt,Clothing,78,California,L,Turquoise,Spring,5.0,No,Express,No,No,8.0,PayPal,Monthly,1
2194,2195,,Male,Socks,Clothing,29,Kentucky,M,Silver,Summer,,No,Standard,No,No,,Bank Transfer,,1
2195,2196,58.0,Male,Jeans,Clothing,62,New York,M,Brown,Fall,3.7,No,Next Day Air,No,No,2.0,Cash,,1
2196,2197,25.0,Male,Dress,Clothing,58,Vermont,M,Gray,Spring,4.8,No,Next Day Air,No,No,31.0,PayPal,Weekly,2
2197,2198,33.0,Male,Boots,Footwear,88,Pennsylvania,M,Indigo,Summer,3.7,No,2-Day Shipping,No,No,40.0,Venmo,Monthly,2
2198,2199,57.0,Male,Scarf,Accessories,80,New York,L,Turquoise,Summer,3.5,No,Free Shipping,No,No,35.0,Venmo,Monthly,2
2199,2200,39.0,Male,Scarf,Accessories,47,North Carolina,M,Maroon,Summer,4.9,No,Store Pickup,No,No,40.0,Debit Card,Monthly,1
2200,2201,60.0,Male,Gloves,Accessories,51,Wyoming,L,Charcoal,Summer,4.7,No,Next Day Air,No,No,27.0,Debit Card,Every 3 Months,1
2201,2202,39.0,Male,Pants,Clothing,25,Ohio,L,Peach,Spring,4.9,No,2-Day Shipping,No,No,10.0,Venmo,Annually,1
2202,2203,,Male,Dress,Clothing,36,Alabama,M,Red,Summer,,No,,No,No,,Credit Card,,2
2203,2204,53.0,Male,Dress,Clothing,79,Rhode Island,M,Indigo,Winter,3.1,No,Free Shipping,No,No,32.0,Cash,Quarterly,3
2204,2205,20.0,Male,Jeans,Clothing,41,Oregon,S,Lavender,Winter,3.4,No,2-Day Shipping,No,No,6.0,Debit Card,Monthly,3
2205,2206,46.0,Male,Sweater,Clothing,68,North Dakota,XL,Red,Fall,2.7,No,Express,No,No,27.0,PayPal,Weekly,1
2206,2207,46.0,Male,Sandals,Footwear,51,Illinois,L,Green,Spring,2.6,No,Store Pickup,No,No,25.0,Bank Transfer,,1
2207,2208,69.0,Male,Handbag,Accessories,38,New Mexico,M,Gray,Fall,2.9,No,Next Day Air,No,No,11.0,Credit Card,Annually,3
2208,2209,28.0,Male,Scarf,Accessories,46,Colorado,XL,Violet,Summer,2.7,No,2-Day Shipping,No,No,23.0,PayPal,Monthly,3
2209,2210,42.0,Male,Sandals,Footwear,20,Utah,XL,Beige,Summer,4.5,No,2-Day Shipping,No,No,44.0,Bank Transfer,Quarterly,4
2210,2211,30.0,Male,Sunglasses,Accessories,25,Virginia,M,Orange,Summer,3.1,No,Store Pickup,No,No,35.0,PayPal,Fortnightly,2
2211,2212,50.0,Male,Sweater,Clothing,89,Maine,L,Purple,Winter,3.2,No,Free Shipping,No,No,45.0,Debit Card,Every 3 Months,3
2212,2213,59.0,Male,Pants,Clothing,77,Nebraska,M,Brown,Winter,3.3,No,Next Day Air,No,No,22.0,Bank Transfer,Quarterly,4
2213,2214,,Male,Hat,Accessories,94,Hawaii,M,Maroon,Fall,,No,,No,No,,Debit Card,,4
2214,2215,50.0,Male,Belt,Accessories,100,Idaho,L,Gold,Fall,4.1,No,Standard,No,No,20.0,Debit Card,Weekly,4
2215,2216,,Male,Sandals,Footwear,96,West Virginia,M,Indigo,Winter,2.7,No,Express,No,No,28.0,Credit Card,,1
2216,2217,,Male,Pants,Clothing,36,Vermont,XL,Silver,Winter,,No,,No,No,,Venmo,,4
2217,2218,35.0,Male,Jewelry,Accessories,27,Indiana,XL,Red,Fall,2.6,No,Store Pickup,No,No,42.0,Bank Transfer,Fortnightly,3
2218,2219,,Male,Sunglasses,Accessories,67,Idaho,M,Magenta,Winter,,No,Store Pickup,No,No,,Debit Card,,2
2219,2220,33.0,Male,Blouse,Clothing,91,Minnesota,S,Purple,Fall,2.8,No,Store Pickup,No,No,16.0,Bank Transfer,Fortnightly,3
2220,2221,19.0,Male,Belt,Accessories,62,Wyoming,XL,Beige,Fall,4.5,No,Store Pickup,No,No,47.0,Cash,Annually,1
2221,2222,25.0,Male,Shorts,Clothing,88,Kansas,XL,White,Fall,3.0,No,Free Shipping,No,No,34.0,Credit Card,Annually,3
2222,2223,,Male,Pants,Clothing,66,Georgia,M,Teal,Summer,4.4,No,Store Pickup,No,No,30.0,Credit Card,,1
2223,2224,30.0,Male,Sandals,Footwear,65,Kansas,M,Gray,Fall,4.7,No,Next Day Air,No,No,5.0,PayPal,Quarterly,1
2224,2225,18.0,Male,Gloves,Accessories,25,Nebraska,L,Charcoal,Winter,4.3,No,Standard,No,No,38.0,Cash,Quarterly,4
2225,2226,,Male,Belt,Accessories,64,Washington,S,Olive,Spring,,No,,No,No,,Credit Card,,4
2226,2227,,Male,Shirt,Clothing,72,Missouri,L,Blue,Spring,4.8,No,Store Pickup,No,No,28.0,Cash,,3
2227,2228,40.0,Male,Scarf,Accessories,74,Washington,S,Gray,Summer,4.4,No,Next Day Air,No,No,42.0,Credit Card,Fortnightly,3
2228,2229,54.0,Male,Gloves,Accessories,50,Kansas,M,Green,Fall,3.7,No,Free Shipping,No,No,5.0,Credit Card,Weekly,4
2229,2230,,Male,Pants,Clothing,97,Minnesota,M,Silver,Fall,,No,,No,No,,Venmo,,4
2230,2231,,Male,Sneakers,Footwear,36,Colorado,S,Teal,Spring,3.8,No,Express,No,No,33.0,Venmo,,3
2231,2232,34.0,Male,Jacket,Outerwear,49,Utah,M,Beige,Fall,4.1,No,Store Pickup,No,No,1.0,Credit Card,Weekly,4
2232,2233,65.0,Male,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4.0,No,Store Pickup,No,No,14.0,Cash,Fortnightly,4
2233,2234,,Male,Blouse,Clothing,31,Florida,XL,Gray,Summer,4.5,No,Express,No,No,48.0,Credit Card,,2
2234,2235,35.0,Male,Boots,Footwear,66,New Hampshire,S,Yellow,Winter,4.0,No,Express,No,No,26.0,Cash,Weekly,3
2235,2236,40.0,Male,Socks,Clothing,82,Illinois,M,Gray,Spring,4.5,No,2-Day Shipping,No,No,44.0,Credit Card,Annually,3
2236,2237,23.0,Male,T-shirt,Clothing,88,Louisiana,M,Yellow,Winter,2.7,No,Standard,No,No,18.0,Debit Card,Fortnightly,1
2237,2238,45.0,Male,Sandals,Footwear,34,Alabama,S,Black,Summer,3.8,No,Next Day Air,No,No,31.0,Venmo,Every 3 Months,3
2238,2239,40.0,Male,Sneakers,Footwear,84,Florida,L,Beige,Winter,3.8,No,Standard,No,No,18.0,Debit Card,Weekly,2
2239,2240,42.0,Male,Jewelry,Accessories,96,Alabama,L,Indigo,Summer,3.8,No,2-Day Shipping,No,No,41.0,Credit Card,Every 3 Months,4
2240,2241,57.0,Male,Sandals,Footwear,71,California,L,Green,Winter,4.3,No,Next Day Air,No,No,18.0,Debit Card,Every 3 Months,4
2241,2242,,Male,Jacket,Outerwear,77,Maryland,M,Purple,Summer,3.5,No,Free Shipping,No,No,3.0,Bank Transfer,,2
2242,2243,18.0,Male,Skirt,Clothing,66,Nevada,M,Orange,Spring,3.8,No,Next Day Air,No,No,5.0,Credit Card,,1
2243,2244,56.0,Male,Shirt,Clothing,21,Massachusetts,M,Teal,Winter,3.7,No,2-Day Shipping,No,No,13.0,Debit Card,Annually,3
2244,2245,35.0,Male,Shorts,Clothing,37,South Carolina,M,Gold,Summer,4.8,No,2-Day Shipping,No,No,22.0,PayPal,,4
2245,2246,,Male,Socks,Clothing,90,Delaware,L,Gray,Fall,,No,,No,No,,PayPal,,3
2246,2247,,Male,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,,No,,No,No,,PayPal,,4
2247,2248,34.0,Male,Jewelry,Accessories,37,Florida,L,Teal,Summer,4.4,No,Next Day Air,No,No,18.0,Venmo,Annually,2
2248,2249,63.0,Male,T-shirt,Clothing,66,Rhode Island,M,Violet,Winter,3.4,No,Free Shipping,No,No,19.0,PayPal,Fortnightly,3
2249,2250,42.0,Male,Gloves,Accessories,45,Wyoming,XL,Indigo,Spring,4.3,No,Next Day Air,No,No,29.0,Debit Card,Weekly,3
2250,2251,,Male,Shoes,Footwear,89,Colorado,L,Pink,Summer,,No,Store Pickup,No,No,,Credit Card,,2
2251,2252,26.0,Male,Shoes,Footwear,94,Virginia,L,Gold,Fall,3.8,No,Free Shipping,No,No,22.0,Debit Card,Monthly,2
2252,2253,48.0,Male,Shoes,Footwear,96,Nebraska,S,Maroon,Summer,3.9,No,Express,No,No,21.0,Bank Transfer,Annually,2
2253,2254,62.0,Male,Hoodie,Clothing,31,Oklahoma,M,Brown,Spring,2.6,No,Store Pickup,No,No,22.0,PayPal,Monthly,3
2254,2255,24.0,Male,Belt,Accessories,79,North Dakota,M,Gold,Winter,4.2,No,Store Pickup,No,No,44.0,PayPal,Every 3 Months,4
2255,2256,48.0,Male,Coat,Outerwear,39,Michigan,L,Teal,Spring,4.6,No,Store Pickup,No,No,42.0,Bank Transfer,Quarterly,2
2256,2257,31.0,Male,Blouse,Clothing,22,California,M,Turquoise,Fall,5.0,No,Standard,No,No,33.0,Credit Card,Quarterly,3
2257,2258,41.0,Male,Skirt,Clothing,32,Tennessee,L,Olive,Fall,4.2,No,Standard,No,No,6.0,Bank Transfer,Annually,1
2258,2259,24.0,Male,T-shirt,Clothing,71,Ohio,L,Cyan,Winter,4.3,No,Store Pickup,No,No,44.0,Credit Card,,3
2259,2260,,Male,Jeans,Clothing,96,Florida,XL,Beige,Spring,3.3,No,Free Shipping,No,No,24.0,Cash,,3
2260,2261,38.0,Male,Scarf,Accessories,82,Missouri,M,Blue,Fall,4.9,No,Express,No,No,16.0,PayPal,Quarterly,4
2261,2262,58.0,Male,Backpack,Accessories,76,South Carolina,L,Gold,Spring,4.4,No,Standard,No,No,12.0,Bank Transfer,Fortnightly,1
2262,2263,53.0,Male,Backpack,Accessories,22,Arizona,M,Green,Winter,3.1,No,2-Day Shipping,No,No,50.0,PayPal,Monthly,3
2263,2264,44.0,Male,Scarf,Accessories,40,Indiana,XL,Green,Winter,3.5,No,Store Pickup,No,No,42.0,Cash,Quarterly,1
2264,2265,51.0,Male,Hat,Accessories,92,North Dakota,M,Turquoise,Summer,3.9,No,2-Day Shipping,No,No,50.0,PayPal,Monthly,2
2265,2266,36.0,Male,Coat,Outerwear,94,Montana,XL,Yellow,Fall,3.9,No,Store Pickup,No,No,10.0,PayPal,Quarterly,1
2266,2267,20.0,Male,Dress,Clothing,44,Missouri,M,Yellow,Fall,4.3,No,Store Pickup,No,No,32.0,Debit Card,Weekly,2
2267,2268,32.0,Male,Gloves,Accessories,49,Kentucky,S,Blue,Spring,3.8,No,Express,No,No,37.0,Venmo,Weekly,3
2268,2269,66.0,Male,Sweater,Clothing,26,Georgia,L,Charcoal,Spring,2.7,No,2-Day Shipping,No,No,15.0,Bank Transfer,Monthly,4
2269,2270,,Male,Skirt,Clothing,38,Kentucky,M,Yellow,Fall,,No,,No,No,,Credit Card,,1
2270,2271,27.0,Male,Blouse,Clothing,72,Georgia,L,Purple,Spring,3.5,No,Express,No,No,7.0,Venmo,Weekly,2
2271,2272,,Male,Dress,Clothing,99,Alaska,M,Green,Summer,,No,,No,No,,PayPal,,1
2272,2273,29.0,Male,Jacket,Outerwear,38,Maine,L,Charcoal,Spring,4.0,No,Standard,No,No,44.0,PayPal,Monthly,2
2273,2274,55.0,Male,Coat,Outerwear,96,New Mexico,L,Silver,Winter,4.8,No,Express,No,No,13.0,PayPal,Bi-Weekly,1
2274,2275,57.0,Male,Dress,Clothing,27,New York,L,Turquoise,Spring,4.5,No,Next Day Air,No,No,38.0,PayPal,Fortnightly,2
2275,2276,29.0,Male,Shorts,Clothing,24,Oklahoma,M,Gray,Winter,4.4,No,Standard,No,No,10.0,Debit Card,Weekly,2
2276,2277,,Male,Jeans,Clothing,82,Wyoming,L,Red,Summer,,No,,No,No,,Debit Card,,1
2277,2278,25.0,Male,Hat,Accessories,56,Alabama,M,Beige,Summer,4.6,No,Next Day Air,No,No,18.0,Credit Card,Quarterly,4
2278,2279,61.0,Male,Gloves,Accessories,25,Maryland,M,Maroon,Fall,3.8,No,Store Pickup,No,No,6.0,Cash,Every 3 Months,1
2279,2280,,Male,Sneakers,Footwear,67,West Virginia,L,Indigo,Spring,2.9,No,Free Shipping,No,No,35.0,Bank Transfer,,3
2280,2281,22.0,Male,Shoes,Footwear,21,Kentucky,M,Red,Summer,2.8,No,Standard,No,No,31.0,Credit Card,Fortnightly,3
